選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
4:上林 誠知,ソ,.301,12,1,28,21,5,1,.337,.409,.745,33,100.0,93,13,3,2,2,2,0,1,0,19
5:牧原 大成,ソ,.301,42,6,123,95,18,4,.331,.408,.739,120,441.0,409,45,16,4,17,13,3,5,7,71
6:川瀬 晃,ソ,.278,11,0,25,20,5,0,.327,.333,.660,73,106.0,90,15,8,0,4,2,3,4,3,21
7:柳町 達,ソ,.277,32,0,89,71,14,4,.357,.346,.703,107,364.0,321,21,38,2,8,3,0,7,0,79
9:グラシアル,ソ,.271,30,7,94,72,13,2,.339,.380,.720,99,386.0,347,24,34,4,4,1,2,8,1,75
10:デスパイネ,ソ,.269,40,14,80,56,10,0,.338,.444,.783,89,331.0,297,29,29,4,0,0,2,5,0,80
11:周東 佑京,ソ,.267,15,5,77,63,5,4,.324,.365,.688,80,318.0,288,48,22,3,26,22,2,4,5,56
12:三森 大貴,ソ,.257,36,9,101,75,13,4,.309,.379,.688,102,437.0,393,58,28,3,23,20,3,3,7,81
14:正木 智也,ソ,.254,5,3,17,10,4,0,.367,.448,.815,35,80.0,67,6,10,2,0,0,0,1,1,24
15:中村 晃,ソ,.253,51,7,96,75,12,2,.334,.351,.685,114,435.0,379,34,47,2,5,2,2,7,3,48
16:野村 勇,ソ,.239,25,10,43,21,9,3,.312,.489,.800,97,203.0,180,40,17,2,15,10,0,5,1,64
17:谷川原 健太,ソ,.234,8,0,15,9,4,2,.324,.359,.684,71,75.0,64,16,7,2,3,1,1,1,0,18
19:野村 大樹,ソ,.229,8,0,16,10,5,1,.270,.329,.599,31,75.0,70,5,3,1,0,0,0,2,0,18
21:松田 宣浩,ソ,.204,7,0,20,17,2,1,.255,.245,.500,43,106.0,98,2,6,1,1,1,1,1,1,20
22:甲斐 拓也,ソ,.180,27,1,58,47,9,1,.275,.223,.498,130,405.0,323,25,38,5,4,1,1,9,6,85
23:ガルビス,ソ,.171,11,2,19,15,2,0,.285,.243,.528,38,130.0,111,11,15,3,1,0,1,2,0,29
27:リチャード,ソ,.159,5,3,10,6,1,0,.243,.317,.560,23,70.0,63,7,6,1,0,0,0,1,0,29
