選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
7:グラシアル,ソ,.304,15,5,42,31,6,0,.360,.457,.817,37,150.0,138,19,11,1,2,2,0,4,0,27
8:牧原 大成,ソ,.278,21,4,76,63,7,2,.305,.363,.668,98,292.0,273,41,9,2,15,14,1,5,5,42
9:デスパイネ,ソ,.264,41,10,69,45,13,1,.373,.437,.810,80,308.0,261,27,46,2,1,0,1,12,0,64
10:真砂 勇介,ソ,.254,8,1,29,23,4,1,.295,.333,.628,79,124.0,114,18,6,1,4,1,1,0,0,41
12:三森 大貴,ソ,.249,20,0,82,67,9,6,.272,.313,.585,86,345.0,329,34,11,0,21,16,2,3,4,77
13:川島 慶三,ソ,.239,11,2,26,17,6,1,.306,.367,.673,56,123.0,109,12,12,0,0,0,1,0,2,31
15:松田 宣浩,ソ,.234,47,14,83,53,13,3,.289,.407,.696,115,390.0,354,30,28,2,5,5,4,10,9,67
16:柳町 達,ソ,.229,2,1,11,7,3,0,.302,.354,.656,20,54.0,48,7,5,0,0,0,0,1,1,12
17:今宮 健太,ソ,.214,30,4,78,57,15,2,.259,.299,.558,125,413.0,365,27,22,1,5,4,2,5,5,70
18:明石 健志,ソ,.202,7,0,17,15,2,0,.284,.226,.510,57,95.0,84,5,9,1,1,1,1,1,0,18
19:周東 佑京,ソ,.201,5,3,34,30,1,0,.258,.260,.519,70,188.0,169,24,12,1,26,21,0,1,5,49
20:上林 誠知,ソ,.191,11,2,13,9,1,1,.222,.324,.546,39,72.0,68,7,3,0,4,2,1,2,0,18
22:リチャード,ソ,.181,20,7,19,8,4,0,.233,.419,.652,34,116.0,105,11,6,2,0,0,3,1,3,38
26:谷川原 健太,ソ,.146,5,1,7,5,1,0,.255,.229,.484,59,57.0,48,8,7,0,2,1,0,0,0,21
