選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
7:牧原 大成,ソ,.259,32,2,93,77,13,1,.287,.318,.604,91,387.0,359,40,12,5,5,3,5,6,2,66
8:柳町 達,ソ,.257,34,0,80,61,18,1,.375,.322,.696,116,375.0,311,27,58,1,3,2,1,8,3,104
9:周東 佑京,ソ,.241,17,2,57,49,5,1,.307,.295,.602,114,268.0,237,52,20,3,43,36,1,3,1,56
10:栗原 陵矢,ソ,.239,49,13,84,57,14,0,.301,.389,.690,96,387.0,352,24,28,4,1,0,2,6,7,81
11:川瀬 晃,ソ,.236,15,0,42,32,7,3,.279,.309,.588,102,208.0,178,25,10,2,4,2,1,3,1,23
13:野村 大樹,ソ,.216,4,1,16,13,2,0,.253,.284,.537,41,83.0,74,7,4,0,1,1,1,5,0,22
15:甲斐 拓也,ソ,.202,44,10,74,47,16,1,.269,.333,.602,139,420.0,366,35,31,3,0,0,2,5,5,117
17:上林 誠知,ソ,.185,9,0,17,13,3,1,.216,.239,.456,56,99.0,92,14,3,1,2,1,1,1,0,30
18:増田 珠,ソ,.182,3,1,12,9,2,0,.270,.258,.528,35,75.0,66,7,5,3,0,0,0,0,1,17
20:野村 勇,ソ,.160,7,3,13,8,2,0,.266,.296,.562,50,95.0,81,14,8,4,1,1,1,0,1,33
23:リチャード,ソ,.115,1,0,7,6,1,0,.156,.131,.287,22,64.0,61,2,2,1,0,0,0,0,2,25
